ID_gatunku	ID_lokalizacji	poczatek	koniec	liczebnosc	zachowanie
54	13	2008-01-26 08:00	2008-01-26 15:00	3	leci
161	13	2008-01-26 08:00	2008-01-26 15:00	1	odpoczywa
68	13	2008-02-13 12:00	2008-02-13 13:00	35	zeruje
23	13	2008-02-13 12:00	2008-02-13 13:00	6	zeruje
187	13	2008-02-13 12:00	2008-02-13 13:00	4	zeruje
119	13	2008-02-13 12:00	2008-02-13 13:00	3	zeruje
188	13	2008-02-13 12:00	2008-02-13 13:00	2	zeruje
124	13	2008-02-13 12:00	2008-02-13 13:00	3	leci
63	13	2008-02-16 13:00	2008-02-16 13:25	14	zeruje
23	13	2008-02-16 13:00	2008-02-16 13:25	5	zeruje
54	13	2008-02-16 13:00	2008-02-16 13:25	3	zeruje
119	13	2008-02-16 13:00	2008-02-16 13:25	3	zeruje
187	13	2008-02-16 13:00	2008-02-16 13:25	3	zeruje
98	13	2008-02-16 13:00	2008-02-16 13:25	2	zeruje
83	13	2008-02-16 13:00	2008-02-16 13:25	1	zeruje
161	13	2008-02-16 13:00	2008-02-16 13:25	1	odpoczywa
221	13	2008-02-29 07:00	2008-02-29 07:10	2	zeruje
195	26	2008-02-29 14:00	2008-02-29 14:10	5	leci
218	13	2008-03-11 15:00	2008-03-11 18:00	10	zeruje
63	13	2008-03-11 15:00	2008-03-11 18:00	3	zeruje
180	13	2008-03-11 15:00	2008-03-11 18:00	3	zeruje
161	13	2008-03-11 15:00	2008-03-11 18:00	2	odpoczywa
31	13	2008-03-11 15:00	2008-03-11 18:00	21	leci
76	13	2008-03-29 11:30	2008-03-29 12:00	80	zeruje
23	13	2008-03-29 11:30	2008-03-29 12:00	6	zeruje
110	13	2008-03-29 11:30	2008-03-29 12:00	6	zeruje
218	13	2008-03-29 11:30	2008-03-29 12:00	6	zeruje
60	13	2008-03-29 11:30	2008-03-29 12:00	5	zeruje
51	13	2008-03-29 11:30	2008-03-29 12:00	4	zeruje
119	13	2008-03-29 11:30	2008-03-29 12:00	4	zeruje
216	13	2008-03-29 11:30	2008-03-29 12:00	4	zeruje
83	13	2008-03-29 11:30	2008-03-29 12:00	3	zeruje
192	13	2008-03-29 11:30	2008-03-29 12:00	2	zeruje
180	13	2008-03-29 11:30	2008-03-29 12:00	1	zeruje
198	13	2008-03-29 11:30	2008-03-29 12:00	1	zeruje
195	13	2008-03-29 11:30	2008-03-29 12:00	4	odpoczywa
161	13	2008-03-29 11:30	2008-03-29 12:00	2	odpoczywa
21	13	2008-03-29 11:30	2008-03-29 12:00	1	leci
196	2	2008-04-01 08:00	2008-04-01 11:00	5	leci
57	2	2008-04-01 08:00	2008-04-01 11:00	10	odpoczywa
210	13	2008-04-04 15:30	2008-04-04 16:00	9	zeruje
216	13	2008-04-04 15:30	2008-04-04 16:00	7	zeruje
23	13	2008-04-04 15:30	2008-04-04 16:00	6	zeruje
39	13	2008-04-04 15:30	2008-04-04 16:00	5	zeruje
110	13	2008-04-04 15:30	2008-04-04 16:00	5	zeruje
119	13	2008-04-04 15:30	2008-04-04 16:00	3	zeruje
83	13	2008-04-04 15:30	2008-04-04 16:00	1	odpoczywa
195	13	2008-04-04 15:30	2008-04-04 16:00	7	leci
60	13	2008-04-04 15:30	2008-04-04 16:00	2	odpoczywa
69	13	2008-04-04 15:30	2008-04-04 16:00	50	odpoczywa
51	13	2008-04-04 15:30	2008-04-04 16:00	15	odpoczywa
166	13	2008-04-04 15:30	2008-04-04 16:00	2	odpoczywa
221	19	2008-04-09 07:30	2008-04-09 08:30	6	zeruje
92	19	2008-04-09 07:30	2008-04-09 08:30	3	zeruje
33	19	2008-04-09 07:30	2008-04-09 08:30	1	zeruje
19	19	2008-04-09 07:30	2008-04-09 08:30	5	gniazduje
6	19	2008-04-09 07:30	2008-04-09 08:30	1	odpoczywa
124	19	2008-04-09 07:30	2008-04-09 08:30	8	odpoczywa
51	20	2008-04-13 08:00	2008-04-13 09:00	3	zeruje
23	20	2008-04-13 08:00	2008-04-13 09:00	2	zeruje
64	20	2008-04-13 08:00	2008-04-13 09:00	2	zeruje
136	20	2008-04-13 08:00	2008-04-13 09:00	2	zeruje
205	20	2008-04-13 08:00	2008-04-13 09:00	1	zeruje
160	20	2008-04-13 08:00	2008-04-13 09:00	2	gniazduje
95	20	2008-04-13 08:00	2008-04-13 09:00	2	odpoczywa
157	20	2008-04-13 08:00	2008-04-13 09:00	1	odpoczywa
39	20	2008-04-13 08:00	2008-04-13 09:00	10	leci
33	20	2008-04-13 08:00	2008-04-13 09:00	6	leci
119	20	2008-04-13 08:00	2008-04-13 09:00	5	leci
100	20	2008-04-13 08:00	2008-04-13 09:00	2	leci
108	20	2008-04-13 08:00	2008-04-13 09:00	2	leci
101	20	2008-04-13 08:00	2008-04-13 09:00	52	plywa
205	20	2008-04-13 08:00	2008-04-13 09:00	20	plywa
82	20	2008-04-13 08:00	2008-04-13 09:00	16	plywa
92	20	2008-04-13 08:00	2008-04-13 09:00	11	plywa
107	20	2008-04-13 08:00	2008-04-13 09:00	11	plywa
37	20	2008-04-13 08:00	2008-04-13 09:00	10	plywa
104	20	2008-04-13 08:00	2008-04-13 09:00	8	plywa
55	20	2008-04-13 08:00	2008-04-13 09:00	2	plywa
118	20	2008-04-13 08:00	2008-04-13 09:00	2	plywa
83	20	2008-04-13 08:00	2008-04-13 09:00	3	brak informacji
156	20	2008-04-13 08:00	2008-04-13 09:00	2	brak informacji
180	20	2008-04-13 08:00	2008-04-13 09:00	2	brak informacji
175	20	2008-04-13 08:00	2008-04-13 09:00	1	brak informacji
218	25	2008-04-13 12:00	2008-04-13 13:30	100	zeruje
69	25	2008-04-13 12:00	2008-04-13 13:30	80	zeruje
19	19	2008-04-24 14:30	2008-04-24 14:50	3	zeruje
6	19	2008-04-24 14:30	2008-04-24 14:50	1	odpoczywa
31	19	2008-04-24 14:30	2008-04-24 14:50	1	odpoczywa
92	19	2008-04-28 16:50	2008-04-28 17:25	3	zeruje
221	19	2008-04-28 16:50	2008-04-28 17:25	2	zeruje
67	19	2008-04-28 16:50	2008-04-28 17:25	1	leci
19	19	2008-04-28 16:50	2008-04-28 17:25	4	zeruje
31	19	2008-04-28 16:50	2008-04-28 17:25	2	odpoczywa
6	19	2008-04-28 16:50	2008-04-28 17:25	1	odpoczywa
95	8	2008-05-04 10:15	2008-05-04 10:40	2	odpoczywa
138	8	2008-05-04 10:15	2008-05-04 10:40	2	odpoczywa
148	8	2008-05-04 10:15	2008-05-04 10:40	1	odpoczywa
182	8	2008-05-04 10:15	2008-05-04 10:40	1	odpoczywa
191	8	2008-05-04 10:15	2008-05-04 10:40	1	odpoczywa
89	8	2008-05-04 10:15	2008-05-04 10:40	1	odpoczywa
181	8	2008-05-04 10:15	2008-05-04 10:40	1	odpoczywa
175	8	2008-05-04 10:15	2008-05-04 10:40	2	brak informacji
188	19	2008-05-04 10:20	2008-05-04 11:40	3	zeruje
221	19	2008-05-04 10:20	2008-05-04 11:40	3	zeruje
21	19	2008-05-04 10:20	2008-05-04 11:40	2	zeruje
89	19	2008-05-04 10:20	2008-05-04 11:40	3	leci
92	19	2008-05-04 10:20	2008-05-04 11:40	3	leci
187	19	2008-05-04 10:20	2008-05-04 11:40	1	leci
6	19	2008-05-04 10:20	2008-05-04 11:40	1	odpoczywa
31	19	2008-05-04 10:20	2008-05-04 11:40	1	odpoczywa
48	19	2008-05-04 10:20	2008-05-04 11:40	1	odpoczywa
80	19	2008-05-04 10:20	2008-05-04 11:40	1	odpoczywa
124	19	2008-05-04 10:20	2008-05-04 11:40	1	odpoczywa
19	19	2008-05-04 10:20	2008-05-04 11:40	5	brak informacji
18	19	2008-05-04 10:20	2008-05-04 11:40	1	brak informacji
81	13	2008-05-10 05:00	2008-05-10 06:30	4	zeruje
221	13	2008-05-10 05:00	2008-05-10 06:30	3	zeruje
166	13	2008-05-10 05:00	2008-05-10 06:30	2	zeruje
187	13	2008-05-10 05:00	2008-05-10 06:30	2	zeruje
188	13	2008-05-10 05:00	2008-05-10 06:30	1	zeruje
159	13	2008-05-10 05:00	2008-05-10 06:30	1	gniazduje
192	13	2008-05-10 05:00	2008-05-10 06:30	4	odpoczywa
28	13	2008-05-10 05:00	2008-05-10 06:30	2	odpoczywa
6	13	2008-05-10 05:00	2008-05-10 06:30	1	odpoczywa
48	13	2008-05-10 05:00	2008-05-10 06:30	1	odpoczywa
184	13	2008-05-10 05:00	2008-05-10 06:30	1	odpoczywa
218	13	2008-05-10 05:00	2008-05-10 06:30	1	odpoczywa
64	13	2008-05-10 05:00	2008-05-10 06:30	2	leci
76	13	2008-05-10 05:00	2008-05-10 06:30	50	gniazduje
43	13	2008-05-10 05:00	2008-05-10 06:30	4	gniazduje
148	13	2008-05-10 05:00	2008-05-10 06:30	4	gniazduje
195	13	2008-05-10 05:00	2008-05-10 06:30	4	gniazduje
161	13	2008-05-10 05:00	2008-05-10 06:30	2	gniazduje
76	19	2008-05-10 09:00	2008-05-10 09:50	7	zeruje
188	19	2008-05-10 09:00	2008-05-10 09:50	3	zeruje
221	19	2008-05-10 09:00	2008-05-10 09:50	3	zeruje
64	19	2008-05-10 09:00	2008-05-10 09:50	2	zeruje
187	19	2008-05-10 09:00	2008-05-10 09:50	2	zeruje
21	19	2008-05-10 09:00	2008-05-10 09:50	1	zeruje
104	19	2008-05-10 09:00	2008-05-10 09:50	1	zeruje
182	19	2008-05-10 09:00	2008-05-10 09:50	2	odpoczywa
94	19	2008-05-10 09:00	2008-05-10 09:50	1	odpoczywa
92	19	2008-05-10 09:00	2008-05-10 09:50	3	leci
192	19	2008-05-10 09:00	2008-05-10 09:50	2	leci
6	19	2008-05-10 09:00	2008-05-10 09:50	1	odpoczywa
19	19	2008-05-10 09:00	2008-05-10 09:50	5	gniazduje
33	19	2008-05-10 09:00	2008-05-10 09:50	4	gniazduje
70	2	2008-05-15 08:00	2008-05-15 10:00	20	gniazduje
76	19	2008-05-22 07:15	2008-05-22 08:40	6	zeruje
221	19	2008-05-22 07:15	2008-05-22 08:40	5	zeruje
64	19	2008-05-22 07:15	2008-05-22 08:40	4	zeruje
210	19	2008-05-22 07:15	2008-05-22 08:40	2	zeruje
93	19	2008-05-22 07:15	2008-05-22 08:40	1	gniazduje
53	19	2008-05-22 07:15	2008-05-22 08:40	3	odpoczywa
83	19	2008-05-22 07:15	2008-05-22 08:40	3	odpoczywa
182	19	2008-05-22 07:15	2008-05-22 08:40	3	odpoczywa
218	19	2008-05-22 07:15	2008-05-22 08:40	2	odpoczywa
94	19	2008-05-22 07:15	2008-05-22 08:40	1	odpoczywa
33	19	2008-05-22 07:15	2008-05-22 08:40	1	leci
19	19	2008-05-22 07:15	2008-05-22 08:40	7	zeruje
43	19	2008-05-22 07:15	2008-05-22 08:40	5	zeruje
6	19	2008-05-22 07:15	2008-05-22 08:40	1	odpoczywa
188	19	2008-05-22 07:15	2008-05-22 08:40	2	odpoczywa
89	18	2008-06-29 08:00	2008-06-29 10:00	3	zeruje
192	19	2008-07-05 07:30	2008-07-05 08:20	11	zeruje
151	19	2008-07-05 07:30	2008-07-05 08:20	8	zeruje
21	19	2008-07-05 07:30	2008-07-05 08:20	3	zeruje
188	19	2008-07-05 07:30	2008-07-05 08:20	3	zeruje
210	19	2008-07-05 07:30	2008-07-05 08:20	3	zeruje
33	19	2008-07-05 07:30	2008-07-05 08:20	2	zeruje
64	19	2008-07-05 07:30	2008-07-05 08:20	2	zeruje
182	19	2008-07-05 07:30	2008-07-05 08:20	3	odpoczywa
133	19	2008-07-05 07:30	2008-07-05 08:20	6	zeruje
43	19	2008-07-05 07:30	2008-07-05 08:20	4	zeruje
124	19	2008-07-05 07:30	2008-07-05 08:20	1	zeruje
19	19	2008-07-05 07:30	2008-07-05 08:20	8	gniazduje
22	12	2008-08-20 05:30	2008-08-20 10:00	2	zeruje
205	12	2008-08-20 05:30	2008-08-20 10:00	7	leci
67	12	2008-08-20 05:30	2008-08-20 10:00	2	leci
87	12	2008-08-20 05:30	2008-08-20 10:00	2	leci
160	12	2008-08-20 05:30	2008-08-20 10:00	2	zeruje
214	12	2008-08-20 05:30	2008-08-20 10:00	3	odpoczywa
117	12	2008-08-20 05:30	2008-08-20 10:00	3	odpoczywa
221	12	2008-08-20 05:30	2008-08-20 10:00	5	brak informacji
107	12	2008-08-20 05:30	2008-08-20 10:00	2	brak informacji
19	12	2008-08-20 05:30	2008-08-20 10:00	1	brak informacji
221	15	2008-09-20 16:30	2008-09-20 17:00	90	zeruje
195	15	2008-09-20 16:30	2008-09-20 17:00	25	zeruje
210	15	2008-09-20 16:30	2008-09-20 17:00	20	zeruje
83	15	2008-09-20 16:30	2008-09-20 17:00	8	zeruje
137	15	2008-09-20 16:30	2008-09-20 17:00	6	zeruje
192	15	2008-09-20 16:30	2008-09-20 17:00	5	zeruje
64	15	2008-09-20 16:30	2008-09-20 17:00	2	leci
221	26	2008-09-25 18:40	2008-09-25 18:45	120	leci
59	13	2008-10-18 14:00	2008-10-18 14:05	110	leci
101	30	2008-10-18 14:00	2008-10-18 17:00	8	plywa
104	30	2008-10-18 14:00	2008-10-18 17:00	6	plywa
58	30	2008-10-18 14:00	2008-10-18 17:00	70	brak informacji
84	13	2008-10-20 17:00	2008-10-20 17:05	2	zeruje
59	13	2008-10-20 17:00	2008-10-20 17:05	60	leci
59	26	2008-10-21 09:30	2008-10-21 13:00	180	leci
59	26	2008-10-21 09:30	2008-10-21 13:00	130	leci
84	13	2008-10-21 16:30	2008-10-21 16:35	3	zeruje
63	13	2008-10-21 16:30	2008-10-21 16:35	2	zeruje
59	13	2008-10-21 16:30	2008-10-21 16:35	110	leci
63	13	2008-10-22 15:00	2008-10-22 15:05	2	zeruje
59	13	2008-10-22 15:00	2008-10-22 15:05	60	leci
60	13	2008-11-06 15:00	2008-11-06 15:20	6	zeruje
23	13	2008-11-06 15:00	2008-11-06 15:20	5	zeruje
63	13	2008-11-06 15:00	2008-11-06 15:20	3	zeruje
84	13	2008-11-06 15:00	2008-11-06 15:20	3	zeruje
83	13	2008-11-06 15:00	2008-11-06 15:20	2	zeruje
98	13	2008-11-06 15:00	2008-11-06 15:20	2	zeruje
119	13	2008-11-06 15:00	2008-11-06 15:20	2	zeruje
103	13	2008-11-06 15:00	2008-11-06 15:20	14	leci
20	12	2008-12-03 13:00	2008-12-03 14:00	1	zeruje
124	28	2008-12-13 14:00	2008-12-13 18:00	2	leci
125	28	2008-12-13 14:00	2008-12-13 18:00	2	leci
96	12	2008-12-18 12:50	2008-12-18 13:35	14	leci
185	12	2008-12-18 12:50	2008-12-18 13:35	1	zeruje
197	12	2008-12-23 12:50	2008-12-23 13:35	3	zeruje
160	12	2008-12-23 12:50	2008-12-23 13:35	1	zeruje
114	12	2008-12-23 12:50	2008-12-23 13:35	3	leci
193	28	2009-01-02 07:15	2009-01-02 09:20	1	brak informacji
211	28	2009-01-02 07:15	2009-01-02 09:20	1	brak informacji
16	28	2009-01-02 08:00	2009-01-02 11:00	230	brak informacji
57	28	2009-01-02 09:00	2009-01-02 12:00	17	brak informacji
68	13	2009-01-12 11:00	2009-01-12 14:00	32	zeruje
98	13	2009-01-12 11:00	2009-01-12 14:00	5	zeruje
84	13	2009-01-12 11:00	2009-01-12 14:00	3	zeruje
63	13	2009-01-12 11:00	2009-01-12 14:00	1	zeruje
210	13	2009-01-12 11:00	2009-01-12 14:00	2	leci
23	13	2009-01-12 11:00	2009-01-12 14:00	11	brak informacji
60	13	2009-01-12 11:00	2009-01-12 14:00	6	brak informacji
119	13	2009-01-12 11:00	2009-01-12 14:00	5	brak informacji
76	13	2009-01-12 11:00	2009-01-12 14:00	4	brak informacji
83	13	2009-01-12 11:00	2009-01-12 14:00	4	brak informacji
187	13	2009-01-12 11:00	2009-01-12 14:00	4	brak informacji
180	13	2009-01-12 11:00	2009-01-12 14:00	2	brak informacji
45	13	2009-01-12 11:00	2009-01-12 14:00	1	brak informacji
87	13	2009-01-12 11:00	2009-01-12 14:00	1	brak informacji
188	13	2009-01-12 11:00	2009-01-12 14:00	1	brak informacji
17	12	2009-01-14 13:00	2009-01-14 14:00	1	leci
185	12	2009-01-14 13:00	2009-01-14 14:00	1	zeruje
192	13	2009-01-19 13:00	2009-01-19 13:30	25	zeruje
23	13	2009-01-19 13:00	2009-01-19 13:30	7	zeruje
60	13	2009-01-19 13:00	2009-01-19 13:30	5	zeruje
83	13	2009-01-19 13:00	2009-01-19 13:30	4	zeruje
98	13	2009-01-19 13:00	2009-01-19 13:30	3	zeruje
187	13	2009-01-19 13:00	2009-01-19 13:30	3	zeruje
119	13	2009-01-19 13:00	2009-01-19 13:30	2	zeruje
84	13	2009-01-19 13:00	2009-01-19 13:30	1	zeruje
124	13	2009-01-19 13:00	2009-01-19 13:30	1	leci
87	13	2009-01-19 13:00	2009-01-19 13:30	1	zeruje
185	12	2009-01-24 12:40	2009-01-24 13:30	1	zeruje
160	12	2009-01-24 12:40	2009-01-24 13:30	2	zeruje
92	12	2009-01-24 12:40	2009-01-24 13:30	1200	plywa
55	12	2009-01-24 12:40	2009-01-24 13:30	600	plywa
129	12	2009-01-24 12:40	2009-01-24 13:30	25	plywa
16	12	2009-01-24 12:40	2009-01-24 13:30	3	plywa
17	12	2009-01-24 12:40	2009-01-24 13:30	3	odpoczywa
23	13	2009-01-25 15:00	2009-01-25 15:40	12	zeruje
119	13	2009-01-25 15:00	2009-01-25 15:40	3	zeruje
187	13	2009-01-25 15:00	2009-01-25 15:40	3	zeruje
216	13	2009-01-25 15:00	2009-01-25 15:40	2	zeruje
45	13	2009-01-25 15:00	2009-01-25 15:40	1	zeruje
180	13	2009-01-25 15:00	2009-01-25 15:40	1	zeruje
84	13	2009-01-25 15:00	2009-01-25 15:40	2	odpoczywa
68	13	2009-01-25 15:00	2009-01-25 15:40	83	odpoczywa
63	13	2009-01-25 15:00	2009-01-25 15:40	1	odpoczywa
