id_lotu	miejsce_docelowe	data	godzina
193	Dusseldorf	2014-04-18	12:40
194	Shannon	2014-04-19	07:00
195	Glasgow	2014-04-19	08:45
196	Rzym	2014-04-19	10:30
197	Warszawa	2014-04-19	12:15
198	Dublin	2014-04-19	14:00
199	Liverpool	2014-04-19	15:45
200	Frankfurt n. Menem	2014-04-19	17:30
201	East Midlands	2014-04-19	19:15
202	Warszawa Modlin	2014-04-19	21:00
203	Doncaster-Sheffield	2014-04-19	17:20
204	Dortmund	2014-04-19	15:25
205	Londyn Stansed	2014-04-20	07:00
206	Shannon	2014-04-20	08:30
207	Monachium	2014-04-20	10:15
208	Kopenhaga	2014-04-20	12:00
209	Oslo Rygge	2014-04-20	13:45
210	Dublin	2014-04-20	15:30
211	Gdansk	2014-04-20	17:15
212	Glasgow	2014-04-20	19:00
213	Warszawa Modlin	2014-04-20	20:45
214	Barcelona	2014-04-20	20:30
215	Bolonia	2014-04-20	13:50
216	Bristol	2014-04-20	21:45
217	Dusseldorf	2014-04-20	12:40
218	Gdansk	2014-04-21	06:00
219	Monachium	2014-04-21	07:45
220	Warszawa Modlin	2014-04-21	09:30
221	Eindhoven	2014-04-21	11:15
222	Londyn Stansed	2014-04-21	13:00
223	Kopenhaga	2014-04-21	14:45
224	Londyn Luton	2014-04-21	16:30
225	Warszawa	2014-04-21	18:15
226	Zurych	2014-04-21	20:00
227	Dortmund	2014-04-21	15:25
228	Dusseldorf	2014-04-21	12:40
229	Kopenhaga	2014-04-22	06:20
230	Eindhoven	2014-04-22	08:05
231	Glasgow	2014-04-22	09:50
232	Monachium	2014-04-22	11:35
233	Londyn Stansed	2014-04-22	21:05
234	Frankfurt n. Menem	2014-04-22	15:05
235	Rzym	2014-04-22	16:50
236	Warszawa	2014-04-22	18:35
237	Krakow	2014-04-22	20:20
238	Doncaster-Sheffield	2014-04-22	17:20
239	Dusseldorf	2014-04-22	12:40
240	Warszawa Modlin	2014-04-23	06:25
241	Paryz	2014-04-23	07:55
242	Barcelona	2014-04-23	09:40
243	Londyn Luton	2014-04-23	06:10
244	Oslo Rygge	2014-04-23	13:10
245	Frankfurt n. Menem	2014-04-23	14:55
246	Cork	2014-04-23	16:40
247	Warszawa	2014-04-23	18:25
248	Londyn Stansed	2014-04-23	20:10
249	Barcelona	2014-04-23	20:30
250	Bolonia	2014-04-23	12:15
251	Bristol	2014-04-23	21:45
252	Dusseldorf	2014-04-23	12:40
253	Liverpool	2014-04-24	06:30
254	Londyn Luton	2014-04-24	09:15
255	Warszawa	2014-04-24	11:00
256	Monachium	2014-04-24	12:45
257	Praga	2014-04-24	14:30
258	Glasgow	2014-04-24	16:15
259	Oslo Rygge	2014-04-24	18:00
260	Gdansk	2014-04-24	19:45
261	Kopenhaga	2014-04-24	21:30
262	Doncaster-Sheffield	2014-04-24	17:20
263	Dusseldorf	2014-04-24	12:40
264	Mediolan	2014-04-25	06:50
265	Warszawa Modlin	2014-04-25	08:35
266	Oslo Torp	2014-04-25	10:20
267	Warszawa	2014-04-25	12:05
268	Zurych	2014-04-25	13:50
269	Londyn Stansed	2014-04-25	18:10
270	Kopenhaga	2014-04-25	17:20
271	Shannon	2014-04-25	19:05
272	Londyn Luton	2014-04-25	20:50
273	Dusseldorf	2014-04-25	12:40
274	Shannon	2014-04-26	07:00
275	Glasgow	2014-04-26	08:45
276	Rzym	2014-04-26	10:30
277	Warszawa	2014-04-26	12:15
278	Dublin	2014-04-26	14:00
279	Liverpool	2014-04-26	15:45
280	Frankfurt n. Menem	2014-04-26	17:30
281	East Midlands	2014-04-26	19:15
282	Warszawa Modlin	2014-04-26	21:00
283	Doncaster-Sheffield	2014-04-26	17:20
284	Dortmund	2014-04-26	15:25
285	Londyn Stansed	2014-04-27	07:00
286	Shannon	2014-04-27	08:30
287	Monachium	2014-04-27	10:15
288	Kopenhaga	2014-04-27	12:00
289	Oslo Rygge	2014-04-27	13:45
290	Dublin	2014-04-27	15:30
291	Gdansk	2014-04-27	17:15
292	Glasgow	2014-04-27	19:00
293	Warszawa Modlin	2014-04-27	20:45
294	Barcelona	2014-04-27	20:30
295	Bolonia	2014-04-27	13:50
296	Bristol	2014-04-27	21:45
297	Dusseldorf	2014-04-27	12:40
298	Gdansk	2014-04-28	06:00
299	Monachium	2014-04-28	07:45
300	Warszawa Modlin	2014-04-28	09:30
301	Eindhoven	2014-04-28	11:15
302	Londyn Stansed	2014-04-28	13:00
303	Kopenhaga	2014-04-28	14:45
304	Londyn Luton	2014-04-28	16:30
305	Warszawa	2014-04-28	18:15
306	Zurych	2014-04-28	20:00
307	Dortmund	2014-04-28	15:25
308	Dusseldorf	2014-04-28	12:40
309	Kopenhaga	2014-04-29	06:20
310	Eindhoven	2014-04-29	08:05
311	Glasgow	2014-04-29	09:50
312	Monachium	2014-04-29	11:35
313	Londyn Stansed	2014-04-29	21:05
314	Frankfurt n. Menem	2014-04-29	15:05
315	Rzym	2014-04-29	16:50
316	Warszawa	2014-04-29	18:35
317	Krakow	2014-04-29	20:20
318	Doncaster-Sheffield	2014-04-29	17:20
319	Dusseldorf	2014-04-29	12:40
320	Warszawa Modlin	2014-04-30	06:25
321	Paryz	2014-04-30	07:55
322	Barcelona	2014-04-30	09:40
323	Londyn Luton	2014-04-30	06:10
324	Oslo Rygge	2014-04-30	13:10
325	Frankfurt n. Menem	2014-04-30	14:55
326	Cork	2014-04-30	16:40
327	Warszawa	2014-04-30	18:25
328	Londyn Stansed	2014-04-30	20:10
329	Barcelona	2014-04-30	20:30
330	Bolonia	2014-04-30	12:15
331	Bristol	2014-04-30	21:45
332	Dusseldorf	2014-04-30	12:40
333	Liverpool	2014-05-01	06:20
334	Eindhoven	2014-05-01	08:05
335	Glasgow	2014-05-01	09:50
336	Monachium	2014-05-01	11:35
337	Londyn Stansed	2014-05-01	21:05
338	Kopenhaga	2014-05-01	15:05
339	Rzym	2014-05-01	16:50
340	Warszawa	2014-05-01	18:35
341	Krakow	2014-05-01	20:20
342	Doncaster-Sheffield	2014-05-01	17:20
343	Dusseldorf	2014-05-01	12:40
344	Warszawa Modlin	2014-05-02	06:25
345	Paryz	2014-05-02	07:55
346	Barcelona	2014-05-02	09:40
347	Londyn Luton	2014-05-02	06:10
348	Oslo Rygge	2014-05-02	13:10
349	Frankfurt n. Menem	2014-05-02	14:55
350	Cork	2014-05-02	16:40
351	Warszawa	2014-05-02	18:25
352	Kopenhaga	2014-05-02	20:10
353	Dusseldorf	2014-05-02	12:40
354	Warszawa	2014-05-03	06:30
355	Warszawa	2014-05-03	09:15
356	Warszawa Modlin	2014-05-03	11:00
357	Monachium	2014-05-03	12:45
358	Praga	2014-05-03	14:30
359	Glasgow	2014-05-03	16:15
360	Warszawa Modlin	2014-05-03	18:00
361	Warszawa	2014-05-03	19:45
362	Liverpool	2014-05-03	21:30
363	Doncaster-Sheffield	2014-05-03	17:20
364	Dortmund	2014-05-03	15:25
365	Mediolan	2014-05-04	06:50
366	Warszawa	2014-05-04	08:35
367	Oslo Torp	2014-05-04	10:20
368	Warszawa Modlin	2014-05-04	12:05
369	Warszawa	2014-05-04	13:50
370	Londyn Stansed	2014-05-04	18:10
371	Kopenhaga	2014-05-04	17:20
372	Warszawa Modlin	2014-05-04	19:05
373	Warszawa	2014-05-04	20:50
374	Barcelona	2014-05-04	20:30
375	Bolonia	2014-05-04	13:50
376	Bristol	2014-05-04	21:45
377	Dusseldorf	2014-05-04	12:40
378	Warszawa Modlin	2014-05-05	07:00
379	Glasgow	2014-05-05	08:45
380	Warszawa	2014-05-05	10:30
381	Londyn Stansed	2014-05-05	12:15
382	Dublin	2014-05-05	14:00
383	Londyn Luton	2014-05-05	15:45
384	Frankfurt n. Menem	2014-05-05	17:30
385	East Midlands	2014-05-05	19:15
386	Monachium	2014-05-05	21:00
387	Dortmund	2014-05-05	15:25
388	Dusseldorf	2014-05-05	12:40
389	Londyn Stansed	2014-05-06	07:00
390	Warszawa Modlin	2014-05-06	08:30
391	Monachium	2014-05-06	10:15
392	Londyn Luton	2014-05-06	12:00
393	Oslo Torp	2014-05-06	13:45
394	Dublin	2014-05-06	15:30
395	Gdansk	2014-05-06	17:15
396	Liverpool	2014-05-06	19:00
397	Warszawa	2014-05-06	20:45
398	Doncaster-Sheffield	2014-05-06	17:20
399	Dusseldorf	2014-05-06	12:40
400	Gdansk	2014-05-07	06:00
401	Mediolan	2014-05-07	07:45
402	Warszawa Modlin	2014-05-07	09:30
403	Eindhoven	2014-05-07	11:15
404	Londyn Stansed	2014-05-07	13:00
405	Kopenhaga	2014-05-07	14:45
406	Londyn Luton	2014-05-07	16:30
407	Warszawa	2014-05-07	18:15
408	Zurych	2014-05-07	20:00
409	Barcelona	2014-05-07	20:30
410	Bolonia	2014-05-07	12:15
411	Bristol	2014-05-07	21:45
412	Dusseldorf	2014-05-07	12:40
413	Liverpool	2014-05-08	06:20
414	Eindhoven	2014-05-08	08:05
415	Glasgow	2014-05-08	09:50
416	Monachium	2014-05-08	11:35
417	Londyn Stansed	2014-05-08	21:05
418	Kopenhaga	2014-05-08	15:05
419	Rzym	2014-05-08	16:50
420	Warszawa	2014-05-08	18:35
421	Krakow	2014-05-08	20:20
422	Doncaster-Sheffield	2014-05-08	17:20
423	Dusseldorf	2014-05-08	12:40
424	Warszawa Modlin	2014-05-09	06:25
425	Paryz	2014-05-09	07:55
426	Barcelona	2014-05-09	09:40
427	Londyn Luton	2014-05-09	06:10
428	Oslo Rygge	2014-05-09	13:10
429	Frankfurt n. Menem	2014-05-09	14:55
430	Cork	2014-05-09	16:40
431	Warszawa	2014-05-09	18:25
432	Kopenhaga	2014-05-09	20:10
433	Dusseldorf	2014-05-09	12:40
434	Warszawa	2014-05-10	06:30
435	Warszawa	2014-05-10	09:15
436	Warszawa Modlin	2014-05-10	11:00
437	Monachium	2014-05-10	12:45
438	Praga	2014-05-10	14:30
439	Glasgow	2014-05-10	16:15
440	Warszawa Modlin	2014-05-10	18:00
441	Warszawa	2014-05-10	19:45
442	Liverpool	2014-05-10	21:30
443	Doncaster-Sheffield	2014-05-10	17:20
444	Dortmund	2014-05-10	15:25
445	Mediolan	2014-05-11	06:50
446	Warszawa	2014-05-11	08:35
447	Oslo Torp	2014-05-11	10:20
448	Warszawa Modlin	2014-05-11	12:05
449	Warszawa	2014-05-11	13:50
450	Londyn Stansed	2014-05-11	18:10
451	Kopenhaga	2014-05-11	17:20
452	Warszawa Modlin	2014-05-11	19:05
453	Warszawa	2014-05-11	20:50
454	Barcelona	2014-05-11	20:30
455	Bolonia	2014-05-11	13:50
456	Bristol	2014-05-11	21:45
457	Dusseldorf	2014-05-11	12:40
458	Warszawa Modlin	2014-05-12	07:00
459	Glasgow	2014-05-12	08:45
460	Warszawa	2014-05-12	10:30
461	Londyn Stansed	2014-05-12	12:15
462	Dublin	2014-05-12	14:00
463	Londyn Luton	2014-05-12	15:45
464	Frankfurt n. Menem	2014-05-12	17:30
465	East Midlands	2014-05-12	19:15
466	Monachium	2014-05-12	21:00
467	Dortmund	2014-05-12	15:25
468	Dusseldorf	2014-05-12	12:40
469	Londyn Stansed	2014-05-13	07:00
470	Warszawa Modlin	2014-05-13	08:30
471	Monachium	2014-05-13	10:15
472	Londyn Luton	2014-05-13	12:00
473	Oslo Torp	2014-05-13	13:45
474	Dublin	2014-05-13	15:30
475	Gdansk	2014-05-13	17:15
476	Liverpool	2014-05-13	19:00
477	Warszawa	2014-05-13	20:45
478	Doncaster-Sheffield	2014-05-13	17:20
479	Dusseldorf	2014-05-13	12:40
480	Gdansk	2014-05-14	06:00
481	Mediolan	2014-05-14	07:45
482	Warszawa Modlin	2014-05-14	09:30
483	Eindhoven	2014-05-14	11:15
484	Londyn Stansed	2014-05-14	13:00
485	Kopenhaga	2014-05-14	14:45
486	Londyn Luton	2014-05-14	16:30
487	Warszawa	2014-05-14	18:15
488	Zurych	2014-05-14	20:00
489	Barcelona	2014-05-14	20:30
490	Bolonia	2014-05-14	12:15
491	Bristol	2014-05-14	21:45
492	Dusseldorf	2014-05-14	12:40
493	Liverpool	2014-05-15	06:20
494	Eindhoven	2014-05-15	08:05
495	Glasgow	2014-05-15	09:50
496	Monachium	2014-05-15	11:35
497	Londyn Stansed	2014-05-15	21:05
498	Kopenhaga	2014-05-15	15:05
499	Rzym	2014-05-15	16:50
500	Warszawa	2014-05-15	18:35
501	Krakow	2014-05-15	20:20
502	Doncaster-Sheffield	2014-05-15	17:20
503	Dusseldorf	2014-05-15	12:40
504	Warszawa Modlin	2014-05-16	06:25
505	Paryz	2014-05-16	07:55
506	Barcelona	2014-05-16	09:40
507	Londyn Luton	2014-05-16	06:10
508	Oslo Rygge	2014-05-16	13:10
509	Frankfurt n. Menem	2014-05-16	14:55
510	Cork	2014-05-16	16:40
511	Warszawa	2014-05-16	18:25
512	Kopenhaga	2014-05-16	20:10
513	Dusseldorf	2014-05-16	12:40
514	Warszawa	2014-05-17	06:30
515	Warszawa	2014-05-17	09:15
516	Warszawa Modlin	2014-05-17	11:00
517	Monachium	2014-05-17	12:45
518	Praga	2014-05-17	14:30
519	Glasgow	2014-05-17	16:15
520	Warszawa Modlin	2014-05-17	18:00
521	Warszawa	2014-05-17	19:45
522	Liverpool	2014-05-17	21:30
523	Doncaster-Sheffield	2014-05-17	17:20
524	Dortmund	2014-05-17	15:25
525	Mediolan	2014-05-18	06:50
526	Warszawa	2014-05-18	08:35
527	Oslo Torp	2014-05-18	10:20
528	Warszawa Modlin	2014-05-18	12:05
529	Warszawa	2014-05-18	13:50
530	Londyn Stansed	2014-05-18	18:10
531	Kopenhaga	2014-05-18	17:20
532	Warszawa Modlin	2014-05-18	19:05
533	Warszawa	2014-05-18	20:50
534	Barcelona	2014-05-18	20:30
535	Bolonia	2014-05-18	13:50
536	Bristol	2014-05-18	21:45
537	Dusseldorf	2014-05-18	12:40
538	Warszawa Modlin	2014-05-19	07:00
539	Glasgow	2014-05-19	08:45
540	Warszawa	2014-05-19	10:30
541	Londyn Stansed	2014-05-19	12:15
542	Dublin	2014-05-19	14:00
543	Londyn Luton	2014-05-19	15:45
544	Frankfurt n. Menem	2014-05-19	17:30
545	East Midlands	2014-05-19	19:15
546	Monachium	2014-05-19	21:00
547	Dortmund	2014-05-19	15:25
548	Dusseldorf	2014-05-19	12:40
549	Londyn Stansed	2014-05-20	07:00
550	Warszawa Modlin	2014-05-20	08:30
551	Monachium	2014-05-20	10:15
552	Londyn Luton	2014-05-20	12:00
553	Oslo Torp	2014-05-20	13:45
554	Dublin	2014-05-20	15:30
555	Gdansk	2014-05-20	17:15
556	Liverpool	2014-05-20	19:00
557	Warszawa	2014-05-20	20:45
558	Doncaster-Sheffield	2014-05-20	17:20
559	Dusseldorf	2014-05-20	12:40
560	Gdansk	2014-05-21	06:00
561	Mediolan	2014-05-21	07:45
562	Warszawa Modlin	2014-05-21	09:30
563	Eindhoven	2014-05-21	11:15
564	Londyn Stansed	2014-05-21	13:00
565	Kopenhaga	2014-05-21	14:45
566	Londyn Luton	2014-05-21	16:30
567	Warszawa	2014-05-21	18:15
568	Zurych	2014-05-21	20:00
569	Barcelona	2014-05-21	20:30
570	Bolonia	2014-05-21	12:15
571	Bristol	2014-05-21	21:45
572	Dusseldorf	2014-05-21	12:40
573	Liverpool	2014-05-22	06:20
574	Eindhoven	2014-05-22	08:05
575	Glasgow	2014-05-22	09:50
576	Monachium	2014-05-22	11:35
577	Londyn Stansed	2014-05-22	21:05
578	Kopenhaga	2014-05-22	15:05
579	Rzym	2014-05-22	16:50
580	Warszawa	2014-05-22	18:35
581	Krakow	2014-05-22	20:20
582	Doncaster-Sheffield	2014-05-22	17:20
583	Dusseldorf	2014-05-22	12:40
584	Warszawa Modlin	2014-05-23	06:25
585	Paryz	2014-05-23	07:55
586	Barcelona	2014-05-23	09:40
587	Londyn Luton	2014-05-23	06:10
588	Oslo Rygge	2014-05-23	13:10
589	Frankfurt n. Menem	2014-05-23	14:55
590	Cork	2014-05-23	16:40
591	Warszawa	2014-05-23	18:25
592	Kopenhaga	2014-05-23	20:10
593	Dusseldorf	2014-05-23	12:40
594	Warszawa	2014-05-24	06:30
595	Warszawa	2014-05-24	09:15
596	Warszawa Modlin	2014-05-24	11:00
597	Monachium	2014-05-24	12:45
598	Praga	2014-05-24	14:30
599	Glasgow	2014-05-24	16:15
600	Warszawa Modlin	2014-05-24	18:00
601	Warszawa	2014-05-24	19:45
602	Liverpool	2014-05-24	21:30
603	Doncaster-Sheffield	2014-05-24	17:20
604	Dortmund	2014-05-24	15:25
605	Mediolan	2014-05-25	06:50
606	Warszawa	2014-05-25	08:35
607	Oslo Torp	2014-05-25	10:20
608	Warszawa Modlin	2014-05-25	12:05
609	Warszawa	2014-05-25	13:50
610	Londyn Stansed	2014-05-25	18:10
611	Kopenhaga	2014-05-25	17:20
612	Warszawa Modlin	2014-05-25	19:05
613	Warszawa	2014-05-25	20:50
614	Barcelona	2014-05-25	20:30
615	Bolonia	2014-05-25	13:50
616	Bristol	2014-05-25	21:45
617	Dusseldorf	2014-05-25	12:40
618	Warszawa Modlin	2014-05-26	07:00
619	Glasgow	2014-05-26	08:45
620	Warszawa	2014-05-26	10:30
621	Londyn Stansed	2014-05-26	12:15
622	Dublin	2014-05-26	14:00
623	Londyn Luton	2014-05-26	15:45
624	Frankfurt n. Menem	2014-05-26	17:30
625	East Midlands	2014-05-26	19:15
626	Monachium	2014-05-26	21:00
627	Dortmund	2014-05-26	15:25
628	Dusseldorf	2014-05-26	12:40
629	Londyn Stansed	2014-05-27	07:00
630	Warszawa Modlin	2014-05-27	08:30
631	Monachium	2014-05-27	10:15
632	Londyn Luton	2014-05-27	12:00
633	Oslo Torp	2014-05-27	13:45
634	Dublin	2014-05-27	15:30
635	Gdansk	2014-05-27	17:15
636	Liverpool	2014-05-27	19:00
637	Warszawa	2014-05-27	20:45
638	Doncaster-Sheffield	2014-05-27	17:20
639	Dusseldorf	2014-05-27	12:40
640	Gdansk	2014-05-28	06:00
641	Mediolan	2014-05-28	07:45
642	Warszawa Modlin	2014-05-28	09:30
643	Eindhoven	2014-05-28	11:15
644	Londyn Stansed	2014-05-28	13:00
645	Kopenhaga	2014-05-28	14:45
646	Londyn Luton	2014-05-28	16:30
647	Warszawa	2014-05-28	18:15
648	Zurych	2014-05-28	20:00
649	Barcelona	2014-05-28	20:30
650	Bolonia	2014-05-28	12:15
651	Bristol	2014-05-28	21:45
652	Dusseldorf	2014-05-28	12:40
653	Liverpool	2014-05-29	06:20
654	Eindhoven	2014-05-29	08:05
655	Glasgow	2014-05-29	09:50
656	Monachium	2014-05-29	11:35
657	Londyn Stansed	2014-05-29	21:05
658	Kopenhaga	2014-05-29	15:05
659	Rzym	2014-05-29	16:50
660	Warszawa	2014-05-29	18:35
661	Krakow	2014-05-29	20:20
662	Doncaster-Sheffield	2014-05-29	17:20
663	Dusseldorf	2014-05-29	12:40
664	Warszawa Modlin	2014-05-30	06:25
665	Paryz	2014-05-30	07:55
666	Barcelona	2014-05-30	09:40
667	Londyn Luton	2014-05-30	06:10
668	Oslo Rygge	2014-05-30	13:10
669	Frankfurt n. Menem	2014-05-30	14:55
670	Cork	2014-05-30	16:40
671	Warszawa	2014-05-30	18:25
672	Kopenhaga	2014-05-30	20:10
673	Dusseldorf	2014-05-30	12:40
674	Warszawa	2014-05-31	06:30
675	Warszawa	2014-05-31	09:15
676	Warszawa Modlin	2014-05-31	11:00
677	Monachium	2014-05-31	12:45
678	Praga	2014-05-31	14:30
679	Glasgow	2014-05-31	16:15
680	Warszawa Modlin	2014-05-31	18:00
681	Liverpool	2014-05-31	21:30
682	Doncaster-Sheffield	2014-05-31	17:20
683	Dortmund	2014-05-31	15:25
684	Mediolan	2014-06-01	06:20
685	Eindhoven	2014-06-01	08:05
686	Glasgow	2014-06-01	09:50
687	Monachium	2014-06-01	11:35
688	Londyn Stansed	2014-06-01	21:05
689	Kopenhaga	2014-06-01	15:05
690	Rzym	2014-06-01	16:50
691	Warszawa	2014-06-01	18:35
692	Krakow	2014-06-01	20:20
