id_gminy	id_powiatu	nazwa_gminy
0223073	0223	Sobotka
0223092	0223	Zorawina
0264011	0264	Wroclaw
0224013	0224	Bardo
0224022	0224	Cieplowody
0224032	0224	Kamieniec Zabkowicki
0224042	0224	Stoszowice
0224053	0224	Zabkowice Slaskie
0224063	0224	Ziebice
0224073	0224	Zloty Stok
0225033	0225	Bogatynia
0225043	0225	Piensk
0225052	0225	Sulikow
0225063	0225	Wegliniec
0225011	0225	Zawidow
0225072	0225	Zgorzelec
0225021	0225	Zgorzelec
0226032	0226	Pielgrzymka
0226043	0226	Swierzawa
0226011	0226	Wojcieszow
0226052	0226	Zagrodno
0226062	0226	Zlotoryja
0226021	0226	Zlotoryja
0401042	0401	Aleksandrow Kujawski
0401011	0401	Aleksandrow Kujawski
0401052	0401	Badkowo
0401021	0401	Ciechocinek
0401062	0401	Koneck
0401031	0401	Nieszawa
0401072	0401	Raciazek
0401082	0401	Waganiec
0401092	0401	Zakrzewo
0402062	0402	Bartniczka
0402022	0402	Bobrowo
0402032	0402	Brodnica
0402011	0402	Brodnica
0402042	0402	Brzozie
0402053	0402	Gorzno
0402073	0402	Jablonowo Pomorskie
0402082	0402	Osiek
0402092	0402	Swiedziebnia
0402102	0402	Zbiczno
0403012	0403	Biale Blota
0403022	0403	Dabrowa Chelminska
0403032	0403	Dobrcz
0403043	0403	Koronowo
0403052	0403	Nowa Wies Wielka
0403062	0403	Osielsko
0403072	0403	Sicienko
0403083	0403	Solec Kujawski
0461011	0461	Bydgoszcz
0404022	0404	Chelmno
0404011	0404	Chelmno
0404032	0404	Kijewo Krolewskie
0404042	0404	Lisewo
0404052	0404	Papowo Biskupie
0404062	0404	Stolno
0404072	0404	Unislaw
0405022	0405	Ciechocin
0405032	0405	Golub-Dobrzyn
0405011	0405	Golub-Dobrzyn
0405043	0405	Kowalewo Pomorskie
0405052	0405	Radomin
0405062	0405	Zbojno
0462011	0462	Grudziadz
0406012	0406	Grudziadz
0406022	0406	Gruta
0406033	0406	Lasin
0406043	0406	Radzyn Chelminski
0406052	0406	Rogozno
0406062	0406	Swiecie nad Osa
0407022	0407	Dabrowa Biskupia
0407033	0407	Gniewkowo
0407042	0407	Inowroclaw
0407011	0407	Inowroclaw
0407053	0407	Janikowo
0407063	0407	Kruszwica
0407073	0407	Pakosc
0407082	0407	Rojewo
0407092	0407	Zlotniki Kujawskie
0408022	0408	Bobrowniki
0408032	0408	Chrostkowo
0408043	0408	Dobrzyn nad Wisla
0408052	0408	Kikol
0408062	0408	Lipno
0408011	0408	Lipno
0408073	0408	Skepe
0408082	0408	Tluchowo
0408092	0408	Wielgie
0409012	0409	Dabrowa
0409022	0409	Jeziora Wielkie
0409033	0409	Mogilno
0409043	0409	Strzelno
0410013	0410	Kcynia
0410023	0410	Mrocza
0410033	0410	Naklo nad Notecia
0410042	0410	Sadki
0410053	0410	Szubin
0411022	0411	Byton
0411032	0411	Dobre
0411042	0411	Osieciny
0411053	0411	Piotrkow Kujawski
0411062	0411	Radziejow
0411011	0411	Radziejow
0411072	0411	Topolka
0412022	0412	Brzuze
0412032	0412	Rogowo
0412042	0412	Rypin
0412011	0412	Rypin
0412052	0412	Skrwilno
0412062	0412	Wapielsk
0413013	0413	Kamien Krajenski
0413023	0413	Sepolno Krajenskie
0413032	0413	Sosno
0413043	0413	Wiecbork
0414012	0414	Bukowiec
0414022	0414	Dragacz
0414032	0414	Drzycim
0414042	0414	Jezewo
0414052	0414	Lniano
0414063	0414	Nowe
0414072	0414	Osie
0414082	0414	Pruszcz
0414093	0414	Swiecie
0414102	0414	Swiekatowo
0414112	0414	Warlubie
0415022	0415	Chelmza
0415011	0415	Chelmza
0415032	0415	Czernikowo
0415042	0415	Lubicz
0415052	0415	Lubianka
0415062	0415	Lysomice
0415072	0415	Obrowo
0415082	0415	Wielka Nieszawka
0415092	0415	Zlawies Wielka
0463011	0463	Torun
0416012	0416	Cekcyn
0416022	0416	Gostycyn
0416032	0416	Kesowo
0416042	0416	Lubiewo
0416052	0416	Sliwice
0416063	0416	Tuchola
0417022	0417	Debowa Laka
0417032	0417	Ksiazki
0417042	0417	Pluznica
0417052	0417	Wabrzezno
0417011	0417	Wabrzezno
0464011	0464	Wloclawek
0418022	0418	Baruchowo
0418032	0418	Boniewo
0418043	0418	Brzesc Kujawski
0418052	0418	Chocen
0418063	0418	Chodecz
0418072	0418	Fabianki
0418083	0418	Izbica Kujawska
0418092	0418	Kowal
0418011	0418	Kowal
0418102	0418	Lubanie
0418113	0418	Lubien Kujawski
0418123	0418	Lubraniec
0418132	0418	Wloclawek
0419013	0419	Barcin
0419022	0419	Gasawa
0419033	0419	Janowiec Wielkopolski
0419043	0419	Labiszyn
0419052	0419	Rogowo
0419063	0419	Znin
0601032	0601	Biala Podlaska
0601042	0601	Drelow
0601052	0601	Janow Podlaski
0601062	0601	Koden
0601072	0601	Konstantynow
0601082	0601	Lesna Podlaska
0601092	0601	Lomazy
0601102	0601	Miedzyrzec Podlaski
0601011	0601	Miedzyrzec Podlaski
0601112	0601	Piszczac
0601122	0601	Rokitno
0601132	0601	Rossosz
0601142	0601	Slawatycze
0601152	0601	Sosnowka
0601162	0601	Terespol
0601021	0601	Terespol
0601172	0601	Tuczna
0601182	0601	Wisznice
0601192	0601	Zalesie
0661011	0661	Biala Podlaska
0602022	0602	Aleksandrow
0602032	0602	Bilgoraj
0602011	0602	Bilgoraj
0602042	0602	Biszcza
0602053	0602	Frampol
0602062	0602	Goraj
0602073	0602	Jozefow
0602082	0602	Ksiezpol
0602092	0602	Lukowa
0602102	0602	Obsza
0602112	0602	Potok Gorny
0602123	0602	Tarnogrod
0602132	0602	Tereszpol
0602142	0602	Turobin
0662011	0662	Chelm
0603022	0603	Bialopole
0603032	0603	Chelm
0603042	0603	Dorohusk
0603052	0603	Dubienka
0603062	0603	Kamien
0603072	0603	Lesniowice
0603152	0603	Rejowiec
0603082	0603	Rejowiec Fabryczny
0603011	0603	Rejowiec Fabryczny
0603092	0603	Ruda-Huta
0603102	0603	Sawin
0603112	0603	Siedliszcze
0603122	0603	Wierzbica
0603132	0603	Wojslawice
0603142	0603	Zmudz
0604022	0604	Dolhobyczow
0604032	0604	Horodlo
0604042	0604	Hrubieszow
0604011	0604	Hrubieszow
0604052	0604	Mircze
0604062	0604	Trzeszczany
0604072	0604	Uchanie
0604082	0604	Werbkowice
0605012	0605	Batorz
0605022	0605	Chrzanow
0605032	0605	Dzwola
0605042	0605	Godziszow
0605053	0605	Janow Lubelski
0605062	0605	Modliborzyce
0605072	0605	Potok Wielki
0606022	0606	Fajslawice
0606032	0606	Gorzkow
0606042	0606	Izbica
0606052	0606	Krasnystaw
0606011	0606	Krasnystaw
0606062	0606	Krasniczyn
0606072	0606	Lopiennik Gorny
0606092	0606	Rudnik
0606102	0606	Siennica Rozana
0606112	0606	Zolkiewka
0607023	0607	Annopol
0607032	0607	Dzierzkowice
0607042	0607	Goscieradow
0607052	0607	Krasnik
0607011	0607	Krasnik
0607062	0607	Szastarka
0607072	0607	Trzydnik Duzy
0607082	0607	Urzedow
0607092	0607	Wilkolaz
0607102	0607	Zakrzowek
0608022	0608	Abramow
0608032	0608	Firlej
0608042	0608	Jeziorzany
0608052	0608	Kamionka
0608063	0608	Kock
0608072	0608	Lubartow
0608011	0608	Lubartow
0608082	0608	Michow
0608092	0608	Niedzwiada
0608103	0608	Ostrow Lubelski
0608112	0608	Ostrowek
0608122	0608	Serniki
0608132	0608	Uscimow
0609013	0609	Belzyce
0609022	0609	Borzechow
0609033	0609	Bychawa
0609042	0609	Garbow
0609052	0609	Glusk
0609062	0609	Jablonna
0609072	0609	Jastkow
0609082	0609	Konopnica
0609092	0609	Krzczonow
0609102	0609	Niedrzwica Duza
0609112	0609	Niemce
0609122	0609	Strzyzewice
0609132	0609	Wojciechow
0609142	0609	Wolka
0609152	0609	Wysokie
0609162	0609	Zakrzew
0663011	0663	Lublin
0610012	0610	Cycow
0610022	0610	Ludwin
0610033	0610	Leczna
0610042	0610	Milejow
0610052	0610	Puchaczow
0610062	0610	Spiczyn
0611032	0611	Adamow
0611042	0611	Krzywda
0611052	0611	Lukow
0611011	0611	Lukow
0611062	0611	Serokomla
0611072	0611	Stanin
0611082	0611	Stoczek Lukowski
0611021	0611	Stoczek Lukowski
0611092	0611	Trzebieszow
0611102	0611	Wojcieszkow
0611112	0611	Wola Myslowska
0612012	0612	Chodel
0612022	0612	Jozefow nad Wisla
0612032	0612	Karczmiska
0612042	0612	Laziska
0612053	0612	Opole Lubelskie
0612063	0612	Poniatowa
0612072	0612	Wilkow
0613012	0613	Debowa Kloda
0613022	0613	Jablon
0613032	0613	Milanow
0613043	0613	Parczew
0613052	0613	Podedworze
0613062	0613	Siemien
0613072	0613	Sosnowica
0614022	0614	Baranow
0614032	0614	Janowiec
0614043	0614	Kazimierz Dolny
0614052	0614	Konskowola
0614062	0614	Kurow
0614072	0614	Markuszow
0614083	0614	Naleczow
0614092	0614	Pulawy
0614011	0614	Pulawy
0614102	0614	Wawolnica
0614112	0614	Zyrzyn
0615022	0615	Borki
0615032	0615	Czemierniki
0615042	0615	Kakolewnica
0615052	0615	Komarowka Podlaska
0615062	0615	Radzyn Podlaski
0615011	0615	Radzyn Podlaski
0615072	0615	Ulan-Majorat
0615082	0615	Wohyn
0616011	0616	Deblin
0616022	0616	Kloczew
0616032	0616	Nowodwor
0616043	0616	Ryki
0616052	0616	Stezyca
0616062	0616	Ulez
0617022	0617	Melgiew
0617033	0617	Piaski
0617042	0617	Rybczewice
0617011	0617	Swidnik
0617052	0617	Trawniki
0618022	0618	Belzec
0618032	0618	Jarczow
0618042	0618	Krynice
0618052	0618	Lubycza Krolewska
0618062	0618	Laszczow
0618072	0618	Rachanie
0618082	0618	Susiec
0618092	0618	Tarnawatka
0618102	0618	Telatyn
0618112	0618	Tomaszow Lubelski
0618011	0618	Tomaszow Lubelski
0618123	0618	Tyszowce
0618132	0618	Ulhowek
0619022	0619	Hanna
0619032	0619	Hansk
0619042	0619	Stary Brus
0619052	0619	Urszulin
0619062	0619	Wlodawa
0619011	0619	Wlodawa
0619072	0619	Wola Uhruska
0619082	0619	Wyryki
0620012	0620	Adamow
0620022	0620	Grabowiec
0620032	0620	Komarow-Osada
0620043	0620	Krasnobrod
0620052	0620	Labunie
0620062	0620	Miaczyn
0620072	0620	Nielisz
0620082	0620	Radecznica
0620092	0620	Sitno
0620102	0620	Skierbieszow
0620112	0620	Stary Zamosc
0620122	0620	Sulow
0620133	0620	Szczebrzeszyn
0620142	0620	Zamosc
0620153	0620	Zwierzyniec
0664011	0664	Zamosc
0801022	0801	Bogdaniec
0801032	0801	Deszczno
0801042	0801	Klodawa
0801011	0801	Kostrzyn nad Odra
0801052	0801	Lubiszyn
0801062	0801	Santok
0801073	0801	Witnica
0861011	0861	Gorzow Wielkopolski
0802022	0802	Bobrowice
0802032	0802	Bytnica
0802042	0802	Dabie
0802052	0802	Gubin
0802011	0802	Gubin
0802063	0802	Krosno Odrzanskie
0802072	0802	Maszewo
0803012	0803	Bledzew
0803023	0803	Miedzyrzecz
0803032	0803	Przytoczna
0803042	0803	Pszczew
0803053	0803	Skwierzyna
0803063	0803	Trzciel
0804023	0804	Bytom Odrzanski
0804032	0804	Kolsko
0804043	0804	Kozuchow
0804052	0804	Nowa Sol
0804011	0804	Nowa Sol
0804063	0804	Nowe Miasteczko
0804072	0804	Otyn
0804082	0804	Siedlisko
0805013	0805	Cybinka
0805022	0805	Gorzyca
0805033	0805	Osno Lubuskie
0805043	0805	Rzepin
0805053	0805	Slubice
0806013	0806	Dobiegniew
0806023	0806	Drezdenko
0806032	0806	Stare Kurowo
0806043	0806	Strzelce Krajenskie
0806052	0806	Zwierzyn
0807012	0807	Krzeszyce
0807023	0807	Lubniewice
0807032	0807	Slonsk
0807043	0807	Sulecin
0807053	0807	Torzym
0808012	0808	Lubrza
0808022	0808	Lagow
0808032	0808	Skape
0808042	0808	Szczaniec
0808053	0808	Swiebodzin
0808063	0808	Zbaszynek
0812013	0812	Slawa
0812023	0812	Szlichtyngowa
0812033	0812	Wschowa
0862011	0862	Zielona Gora
0809013	0809	Babimost
0809022	0809	Bojadla
0809033	0809	Czerwiensk
0809043	0809	Kargowa
0809053	0809	Nowogrod Bobrzanski
0809063	0809	Sulechow
0809072	0809	Swidnica
0809082	0809	Trzebiechow
0809092	0809	Zabor
0809102	0809	Zielona Gora
0810032	0810	Brzeznica
0810011	0810	Gozdnica
0810043	0810	Ilowa
0810053	0810	Malomice
0810062	0810	Niegoslawice
0810073	0810	Szprotawa
0810082	0810	Wymiarki
0810092	0810	Zagan
0810021	0810	Zagan
0811032	0811	Brody
0811043	0811	Jasien
0811052	0811	Lipinki Luzyckie
0811063	0811	Lubsko
0811011	0811	Leknica
0811072	0811	Przewoz
0811082	0811	Trzebiel
0811092	0811	Tuplice
0811102	0811	Zary
0811021	0811	Zary
1001022	1001	Belchatow
1001011	1001	Belchatow
1001032	1001	Druzbice
1001042	1001	Kleszczow
1001052	1001	Kluki
1001062	1001	Rusiec
1001072	1001	Szczercow
1001083	1001	Zelow
1021022	1021	Brzeziny
1021011	1021	Brzeziny
1021032	1021	Dmosin
1021042	1021	Jezow
1021052	1021	Rogow
1002022	1002	Bedlno
1002032	1002	Dabrowice
1002043	1002	Krosniewice
1002052	1002	Krzyzanow
1002062	1002	Kutno
1002011	1002	Kutno
1002072	1002	Lanieta
1002082	1002	Nowe Ostrowy
1002092	1002	Oporow
1002102	1002	Strzelce
1002113	1002	Zychlin
1003012	1003	Buczek
1003023	1003	Lask
1003032	1003	Sedziejowice
1003042	1003	Widawa
1003052	1003	Wodzierady
1004022	1004	Daszyna
1004032	1004	Gora Swietej Malgorzaty
1004042	1004	Grabow
1004052	1004	Leczyca
1004011	1004	Leczyca
1004062	1004	Piatek
1004072	1004	Swinice Warckie
1004082	1004	Witonia
1005022	1005	Bielawy
1005032	1005	Chasno
1005042	1005	Domaniewice
1005052	1005	Kiernozia
1005062	1005	Kocierzew Poludniowy
1005072	1005	Lowicz
1005011	1005	Lowicz
1005082	1005	Lyszkowice
1005092	1005	Nieborow
1005102	1005	Zduny
1006012	1006	Andrespol
1006022	1006	Brojce
1006073	1006	Koluszki
1006082	1006	Nowosolna
1006102	1006	Rzgow
1006113	1006	Tuszyn
1061011	1061	Lodz
1007012	1007	Bialaczow
1007023	1007	Drzewica
1007032	1007	Mniszkow
1007043	1007	Opoczno
1007052	1007	Paradyz
1007062	1007	Poswietne
1007072	1007	Slawno
1007082	1007	Zarnow
1008032	1008	Dlutow
1008042	1008	Dobron
1008011	1008	Konstantynow Lodzki
1008052	1008	Ksawerow
1008062	1008	Lutomiersk
1008072	1008	Pabianice
1008021	1008	Pabianice
1009013	1009	Dzialoszyn
1009022	1009	Kielczyglow
1009032	1009	Nowa Brzeznica
1009043	1009	Pajeczno
1009052	1009	Rzasnia
1009062	1009	Siemkowice
1009072	1009	Strzelce Wielkie
1009082	1009	Sulmierzyce
1010012	1010	Aleksandrow
1010022	1010	Czarnocin
1010032	1010	Gorzkowice
1010042	1010	Grabica
1010052	1010	Leki Szlacheckie
1010062	1010	Moszczenica
1010072	1010	Reczno
1010082	1010	Rozprza
1010093	1010	Sulejow
1010102	1010	Wola Krzysztoporska
1010112	1010	Wolborz
1062011	1062	Piotrkow Trybunalski
1011012	1011	Dalikow
1011022	1011	Peczniew
1011033	1011	Poddebice
1011043	1011	Uniejow
1011052	1011	Wartkowice
1011062	1011	Zadzim
1012022	1012	Dobryszyce
1012032	1012	Gidle
1012042	1012	Gomunice
1012053	1012	Kamiensk
1012062	1012	Kobiele Wielkie
1012072	1012	Kodrab
1012082	1012	Lgota Wielka
1012092	1012	Ladzice
1012102	1012	Maslowice
1012113	1012	Przedborz
1012122	1012	Radomsko
1012011	1012	Radomsko
1012132	1012	Wielgomlyny
1012142	1012	Zytno
1013023	1013	Biala Rawska
1013032	1013	Cieladz
1013042	1013	Rawa Mazowiecka
1013011	1013	Rawa Mazowiecka
1013052	1013	Regnow
1013062	1013	Sadkowice
1014023	1014	Blaszki
1014032	1014	Braszewice
1014042	1014	Brzeznio
1014052	1014	Burzenin
1014062	1014	Goszczanow
1014072	1014	Klonowa
1014082	1014	Sieradz
1014011	1014	Sieradz
1014093	1014	Warta
1014102	1014	Wroblew
1014113	1014	Zloczew
1063011	1063	Skierniewice
1015012	1015	Bolimow
1015022	1015	Gluchow
1015032	1015	Godzianow
1015042	1015	Kowiesy
1015052	1015	Lipce Reymontowskie
1015062	1015	Makow
1015072	1015	Nowy Kaweczyn
1015082	1015	Skierniewice
1015092	1015	Slupia
1016022	1016	Bedkow
1016032	1016	Budziszewice
1016042	1016	Czerniewice
1016052	1016	Inowlodz
1016062	1016	Lubochnia
1016072	1016	Rokiciny
1016082	1016	Rzeczyca
1016092	1016	Tomaszow Mazowiecki
1016011	1016	Tomaszow Mazowiecki
1016102	1016	Ujazd
1016112	1016	Zelechlinek
1017012	1017	Biala
1017022	1017	Czarnozyly
1017032	1017	Konopnica
1017042	1017	Mokrsko
1017052	1017	Osjakow
1017062	1017	Ostrowek
1017072	1017	Patnow
1017082	1017	Skomlin
1017093	1017	Wielun
1017102	1017	Wierzchlas
1018012	1018	Boleslawiec
1018022	1018	Czastary
1018032	1018	Galewice
1018042	1018	Lututow
1018052	1018	Lubnice
1018062	1018	Sokolniki
1018073	1018	Wieruszow
1019023	1019	Szadek
1019032	1019	Zapolice
1019042	1019	Zdunska Wola
1019011	1019	Zdunska Wola
1020043	1020	Aleksandrow Lodzki
1020052	1020	Glowno
1020011	1020	Glowno
1020062	1020	Ozorkow
1020021	1020	Ozorkow
1020072	1020	Parzeczew
1020083	1020	Strykow
1020092	1020	Zgierz
1020031	1020	Zgierz
1201022	1201	Bochnia
1201011	1201	Bochnia
1201032	1201	Drwinia
1201042	1201	Lipnica Murowana
1201052	1201	Lapanow
1201063	1201	Nowy Wisnicz
1201072	1201	Rzezawa
1201082	1201	Trzciana
1201092	1201	Zegocina
1202012	1202	Borzecin
1202023	1202	Brzesko
1202033	1202	Czchow
1202042	1202	Debno
1202052	1202	Gnojnik
1202062	1202	Iwkowa
1202072	1202	Szczurowa
1203013	1203	Alwernia
1203022	1203	Babice
1203033	1203	Chrzanow
1203043	1203	Libiaz
1203053	1203	Trzebinia
1204012	1204	Boleslaw
1204023	1204	Dabrowa Tarnowska
1204032	1204	Greboszow
1204042	1204	Medrzechow
1204052	1204	Olesno
1204062	1204	Radgoszcz
1204072	1204	Szczucin
1205023	1205	Biecz
1205032	1205	Bobowa
1205042	1205	Gorlice
1205011	1205	Gorlice
1205052	1205	Lipinki
1205062	1205	Luzna
1205072	1205	Moszczenica
1205082	1205	Ropa
1205092	1205	Sekowa
1205102	1205	Uscie Gorlickie
1206012	1206	Czernichow
1206022	1206	Igolomia-Wawrzenczyce
1206032	1206	Iwanowice
1206042	1206	Jerzmanowice-Przeginia
1206052	1206	Kocmyrzow-Luborzyca
1206063	1206	Krzeszowice
1206072	1206	Liszki
1206082	1206	Michalowice
1206092	1206	Mogilany
1206103	1206	Skala
1206113	1206	Skawina
1206123	1206	Slomniki
1206132	1206	Suloszowa
1206143	1206	Swiatniki Gorne
1206152	1206	Wielka Wies
1206162	1206	Zabierzow
1206172	1206	Zielonki
1261011	1261	Krakow
1207032	1207	Dobra
1207042	1207	Jodlownik
1207052	1207	Kamienica
1207062	1207	Laskowa
1207072	1207	Limanowa
1207011	1207	Limanowa
1207082	1207	Lukowica
1207092	1207	Mszana Dolna
1207021	1207	Mszana Dolna
1207102	1207	Niedzwiedz
1207112	1207	Slopnice
1207122	1207	Tymbark
1208012	1208	Charsznica
1208022	1208	Golcza
1208032	1208	Kozlow
1208042	1208	Ksiaz Wielki
1208053	1208	Miechow
1208062	1208	Raclawice
1208072	1208	Slaboszow
1209013	1209	Dobczyce
1209022	1209	Lubien
1209033	1209	Myslenice
1209042	1209	Pcim
1209052	1209	Raciechowice
1209062	1209	Siepraw
1209073	1209	Sulkowice
1209082	1209	Tokarnia
1209092	1209	Wisniowa
1210022	1210	Chelmiec
1210032	1210	Grodek nad Dunajcem
1210042	1210	Grybow
1210011	1210	Grybow
1210052	1210	Kamionka Wielka
1210062	1210	Korzenna
1210073	1210	Krynica-Zdroj
1210082	1210	Labowa
1210092	1210	Lacko
1210102	1210	Lososina Dolna
1210113	1210	Muszyna
1210122	1210	Nawojowa
1210133	1210	Piwniczna-Zdroj
1210142	1210	Podegrodzie
1210152	1210	Rytro
1210163	1210	Stary Sacz
1211032	1211	Czarny Dunajec
1211042	1211	Czorsztyn
1211052	1211	Jablonka
1211062	1211	Kroscienko nad Dunajcem
1211072	1211	Lipnica Wielka
1211082	1211	Lapsze Nizne
1211092	1211	Nowy Targ
1211011	1211	Nowy Targ
1211102	1211	Ochotnica Dolna
1211112	1211	Raba Wyzna
1211123	1211	Rabka-Zdroj
1211132	1211	Spytkowice
1211142	1211	Szaflary
1211023	1211	Szczawnica
1262011	1262	Nowy Sacz
1212032	1212	Boleslaw
1212011	1212	Bukowno
1212042	1212	Klucze
1212053	1212	Olkusz
1212062	1212	Trzyciaz
1212073	1212	Wolbrom
1213023	1213	Brzeszcze
1213033	1213	Chelmek
1213043	1213	Kety
1213052	1213	Osiek
1213062	1213	Oswiecim
1213011	1213	Oswiecim
1213072	1213	Polanka Wielka
1213082	1213	Przeciszow
1213093	1213	Zator
1214012	1214	Koniusza
1214022	1214	Koszyce
1214032	1214	Nowe Brzesko
1214042	1214	Palecznica
1214053	1214	Proszowice
1214062	1214	Radziemice
1215032	1215	Budzow
1215042	1215	Bystra-Sidzina
1215052	1215	Jordanow
1215011	1215	Jordanow
1215063	1215	Makow Podhalanski
1215072	1215	Stryszawa
1215021	1215	Sucha Beskidzka
1215082	1215	Zawoja
1215092	1215	Zembrzyce
1216013	1216	Ciezkowice
1216022	1216	Gromnik
1216032	1216	Lisia Gora
1216042	1216	Plesna
1216052	1216	Radlow
1216063	1216	Ryglice
1216072	1216	Rzepiennik Strzyzewski
1216082	1216	Skrzyszow
1216162	1216	Szerzyny
1216092	1216	Tarnow
1216103	1216	Tuchow
1216112	1216	Wierzchoslawice
1216122	1216	Wietrzychowice
1216132	1216	Wojnicz
1216142	1216	Zakliczyn
1216153	1216	Zabno
1263011	1263	Tarnow
1217022	1217	Bialy Dunajec
1217032	1217	Bukowina Tatrzanska
1217042	1217	Koscielisko
1217052	1217	Poronin
1217011	1217	Zakopane
1218013	1218	Andrychow
1218022	1218	Brzeznica
1218033	1218	Kalwaria Zebrzydowska
1218042	1218	Lanckorona
1218052	1218	Mucharz
1218062	1218	Spytkowice
1218072	1218	Stryszow
1218082	1218	Tomice
1218093	1218	Wadowice
1218102	1218	Wieprz
1219012	1219	Biskupice
1219022	1219	Gdow
1219032	1219	Klaj
1219043	1219	Niepolomice
1219053	1219	Wieliczka
1401013	1401	Bialobrzegi
1401022	1401	Promna
1401032	1401	Radzanow
1401042	1401	Stara Blotnica
1401052	1401	Stromiec
1401063	1401	Wysmierzyce
1402022	1402	Ciechanow
1402011	1402	Ciechanow
1402033	1402	Glinojeck
1402042	1402	Golymin-Osrodek
1402052	1402	Grudusk
1402062	1402	Ojrzen
1402072	1402	Opinogora Gorna
1402082	1402	Regimin
1402092	1402	Sonsk
1403032	1403	Borowie
1403042	1403	Garwolin
1403011	1403	Garwolin
1403052	1403	Gorzno
1403062	1403	Laskarzew
1403021	1403	Laskarzew
1403072	1403	Maciejowice
1403082	1403	Miastkow Koscielny
